ui_name;ingredient;alias;shop;generic_name;original_name;package_weight;unit;price_per_100;price_package;match_type;fuzzy_score;dedup;kcal
kiełki fasoli;kiełki fasoli;;auchan;kiełki fasoli;Kiełki fasoli Mung w zalewie Diamond 330 g;175.0;g;5.6514;9.89;auto;100.0;;30.0
kimchi;kimchi;;auchan;kimchi;Kimchi Runoland 300 g;300.0;g;3.5967;10.79;auto;100.0;;24.0
kiwi;kiwi;;biedronka;kiwi;Kiwi 1 szt.;1.0;szt;1.99;1.99;auto;100.0;;61.0
kmin rzymski;kmin rzymski;;auchan;kmin rzymski mielony;Kmin rzymski mielony Kotányi 15 g;15.0;g;15.6;2.34;auto;100.0;;375.0
kmin rzymski;kmin rzymski mielony;;auchan;kmin rzymski mielony;Kmin rzymski mielony Kotányi 15 g;15.0;g;15.6;2.34;auto;100.0;shop_sku;375.0
kokos;kokos;;auchan;kokos w łupinie;Kokos w łupinie Owoce  Auchan na wagę ok. 400 g;100.0;g;1.029;4.12;auto;100.0;;354.0
kolendra;kolendra;;auchan;kolendra;Kolendra Auchan sztuka;250.0;g;2.796;6.99;auto;100.0;;23.0
kolendra;kolendra mielona;;auchan;kolendra;Kolendra Auchan sztuka;250.0;g;2.796;6.99;auto;100.0;shop_sku;23.0
komosa ryżowa;komosa ryzowa;;auchan;komosa ryżowa;Quinoa Komosa Ryżowa Intenson 250 g;250.0;g;3.796;9.49;auto;92.3;;120.0
komosa ryżowa;komosa ryżowa;;auchan;komosa ryżowa;Quinoa Komosa Ryżowa Intenson 250 g;250.0;g;3.796;9.49;auto;100.0;shop_sku;120.0
komosa ryżowa;ryż pełnoziarnisty i komosa ryżowa;;auchan;komosa ryżowa;Quinoa Komosa Ryżowa Intenson 250 g;250.0;g;3.796;9.49;auto;100.0;shop_sku;120.0
koncentrat pomidorowy;koncentrat pomidorowy;;biedronka;koncentrat pomidorowy;Dawtona Koncentrat pomidorowy 190 g;190.0;g;1.8158;3.45;auto;100.0;;82.0
koperek;koperek;;biedronka;koperek;Kamis Koperek 6 g;6.0;g;41.5;2.49;auto;100.0;;43.0
krakersy;krakersy;;biedronka;krakersy solone mix;Top Krakersy solone mix 90 g;90.0;g;2.1;1.89;auto;100.0;;480.0
krewetki;krewetki;;auchan;krewetki koktajlowe;Krewetki koktajlowe blanszowane Auchan 400 g;400.0;g;8.7475;34.99;auto;100.0;;85.0
krojone pomidory;krojone pomidory;;biedronka;pomidory;Pomidory malinowe polskie 500 g;500.0;g;2.598;12.99;auto;100.0;;18.0
krojone pomidory;pomidory krojone;;biedronka;pomidory;Pomidory malinowe polskie 500 g;500.0;g;2.598;12.99;auto;100.0;shop_sku;18.0
krojone pomidory;pomidory kruszone;;biedronka;pomidory;Pomidory malinowe polskie 500 g;500.0;g;2.598;12.99;auto;100.0;shop_sku;18.0
krojone pomidory;pomidory prażone;;biedronka;pomidory;Pomidory malinowe polskie 500 g;500.0;g;2.598;12.99;auto;100.0;shop_sku;18.0
krojone pomidory;pomidory prażone z chili;;biedronka;pomidory;Pomidory malinowe polskie 500 g;500.0;g;2.598;12.99;auto;100.0;shop_sku;18.0
kukurydza;kukurydza;;auchan;kukurydza;Kukurydza konserwowa Auchan 400 g;220.0;g;1.4955;3.29;auto;100.0;;86.0
kukurydza;kukurydza mini;;auchan;kukurydza;Kukurydza konserwowa Auchan 400 g;220.0;g;1.4955;3.29;auto;100.0;shop_sku;86.0
kukurydza słodka;kukurydza słodka;;auchan;kukurydza słodka;Kukurydza konserwowa słodka Dawtona 400 g;220.0;g;2.1727;4.78;auto;100.0;;86.0
kurczak;kurczak fajita;;biedronka;kurczak;Kraina Mięs Select Kurczak farmerski porcja rosołowa z kurczaka kg;600.0;g;0.9983;5.99;auto;100.0;;239.0
kurkuma;kur-kuma;;auchan;kurkuma;Kurkuma korzeń Owoce  Auchan na wagę ok. 100 g;100.0;g;5.179;5.18;auto;93.3;;354.0
kurkuma;kurkuma;;auchan;kurkuma;Kurkuma korzeń Owoce  Auchan na wagę ok. 100 g;100.0;g;5.179;5.18;auto;100.0;shop_sku;354.0
liofilizowane truskawki;liofilizowane truskawki;;auchan;liofilizowane truskawki całe;Liofilizowane truskawki całe  Garden Tree 45 g;45.0;g;42.2;18.99;auto;100.0;;396.0
majonez;majonez;winiary majonez lekki;biedronka;majonez lekki;Winiary Majonez lekki 300 ml;300.0;ml;2.4967;7.49;repair;100.0;;333.0
mak;mak;;auchan;mak niebieski;Mak niebieski Auchan 500 g;500.0;g;2.298;11.49;auto;100.0;;525.0
makaron;makaron cavatappi;;auchan;makaron cavatappi z pszenicy durum;Makaron cavatappi z pszenicy durum Auchan 500 g;500.0;g;0.838;4.19;auto;100.0;;131.0
makaron;makaron;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron angel hair;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron fusilli z ciecierzycy;;auchan;makaron fusilli;Makaron fusilli   Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron kokardki;;auchan;makaron kokardki;Makaron kokardki Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron palmini;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron quinoa;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron rotini;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron z cukinii;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron z serem;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron łokieć;;auchan;makaron;Makaron Pipe Rigate Auchan 500 g;500.0;g;0.93;4.65;auto;100.0;canonical_name;131.0
makaron;makaron penne;;auchan;makaron penne;Makaron penne Podravka 500 g;500.0;g;1.196;5.98;auto;100.0;canonical_name;357.0
makaron;makaron orzo;;auchan;makaron orzo medium;Makaron orzo medium Primo Gusto 500 g;500.0;g;1.256;6.28;auto;100.0;canonical_name;131.0
makaron;makaron z ciecierzycy;;auchan;makaron z ciecierzycy świderki;Makaron z ciecierzycy świderki Novelle 250 g;250.0;g;2.472;6.18;auto;100.0;canonical_name;119.0
makaron;makaron soba;;auchan;makaron soba;Makaron soba Green Label 300 g;300.0;g;2.5967;7.79;auto;100.0;canonical_name;99.0
makaron;makaron ryżowy;;auchan;makaron ryżowy;Makaron ryżowy Vermicelli House of Asia 200 g;200.0;g;3.07;6.14;auto;100.0;canonical_name;109.0
makaron;makaron ryżowy brązowy;;auchan;makaron ryżowy;Makaron ryżowy Vermicelli House of Asia 200 g;200.0;g;3.07;6.14;auto;100.0;canonical_name;109.0
makaron;makaron jajeczny;;auchan;makaron jajeczny;Makaron jajeczny Agnesi 250 g;250.0;g;3.796;9.49;auto;100.0;canonical_name;138.0
makaron;makaron bezglutenowy;;auchan;tonnarelli makaron bezglutenowy;Tonnarelli makaron bezglutenowy Incola 250 g;250.0;g;4.156;10.39;auto;100.0;canonical_name;350.0
makaron;makaron ramen;;auchan;makaron ramen;BIO Makaron ramen  BioAsia 250 g;250.0;g;4.156;10.39;auto;100.0;canonical_name;138.0
maliny;maliny;;auchan;maliny;Maliny Owoce  Auchan 125 g;125.0;g;8.312;10.39;auto;100.0;;52.0
mandarynka;mandarynka;;biedronka;mandarynka;Mandarynka;100.0;g;1.0;1.0;auto;100.0;;53.0
mango;mango;;auchan;mango;Mango Owoce  Auchan sztuka;100.0;g;5.99;5.99;auto;100.0;;60.0
marmolada pomarańczowa;marmolada pomarańczowa;;auchan;marmolada pomarańczowa;Marmolada pomarańczowa Auchan 360 g;360.0;g;1.8028;6.49;auto;100.0;;246.0
masło;masło;;auchan;masło;Masło ekstra Łaciate 200 g;200.0;g;3.445;6.89;auto;100.0;;717.0
masło;masło kokosowe;;auchan;masło;Masło ekstra Łaciate 200 g;200.0;g;3.445;6.89;auto;100.0;shop_sku;717.0
masło;masło migdałowe;;auchan;masło;Masło ekstra Łaciate 200 g;200.0;g;3.445;6.89;auto;100.0;shop_sku;717.0
masło;masło roślinne;;auchan;masło;Masło ekstra Łaciate 200 g;200.0;g;3.445;6.89;auto;100.0;shop_sku;717.0
masło orzechowe;masło orzechowe;;biedronka;masło orzechowe;Go Vege Masło orzechowe smooth 945 g;945.0;g;2.2212;20.99;auto;100.0;;588.0
maślanka;maślanka w proszku;;auchan;maślanka;Maślanka naturalna            Pewni Dobrego 1 kg;1000.0;g;0.398;3.98;auto;100.0;;40.0
melasa;melasa;;auchan;melasa z owoców morwy;Melasa z owoców morwy Koska 380 g;380.0;g;4.9974;18.99;auto;100.0;;290.0
melon;melon;;biedronka;melon;Melon Galia;1200.0;g;1.2992;15.59;auto;100.0;;34.0
mielona kiełbasa;mielona kiełbasa;;auchan;kiełbasa;Kiełbasa Krakowska Spichlerz Rusiecki 280 g;280.0;g;3.4964;9.79;auto;100.0;;299.0
mielona wieprzowina;mielona wieprzowina;;auchan;mielona wieprzowina;Mięso mielone wieprzowe z szynki Pewni Dobrego 400 g;400.0;g;3.2475;12.99;auto;100.0;;263.0
mielona wołowina;mielona woowina;mielona wołowina;auchan;mielona wołowina;Mięso mielone wołowe Łuków 400 g;400.0;g;5.7475;22.99;auto;96.8;;215.0
mielona wołowina;mielona wołowina;;auchan;mielona wołowina;Mięso mielone wołowe Łuków 400 g;400.0;g;5.7475;22.99;auto;100.0;shop_sku;215.0
mielone siemię lniane;mielone siemię lniane;;auchan;siemię lniane;Siemię lniane Auchan 1 kg;1000.0;g;0.99;9.9;auto;100.0;;534.0
mielone siemię lniane;siemię lniane;;auchan;siemię lniane;Siemię lniane Auchan 1 kg;1000.0;g;0.99;9.9;auto;100.0;shop_sku;534.0
mielone siemię lniane;siemię lniane mielone;;auchan;siemię lniane;Siemię lniane Auchan 1 kg;1000.0;g;0.99;9.9;auto;100.0;shop_sku;534.0
mielony indyk;mielony indyk;;auchan;indyk;Skrzydło z indyka Auchan na wagę ok. 600g;100.0;g;1.59;9.54;auto;100.0;;135.0
mielony kurczak;mielony kurczak;;auchan;mielony kurczak;Mięso mielone z nogi kurczaka Auchan 400 g;400.0;g;3.6475;14.59;auto;100.0;;143.0
mieszanka sałat;mieszanka sałat;mix sałat z roszponką;auchan;mix sałat z roszponką;Mix sałat z roszponką Warzywa Auchan 120 g;120.0;g;4.075;4.89;auto;100.0;;17.0
mieszanka suszonych owoców;mieszanka suszonych owoców;;auchan;mieszanka owoców suszonych;Mieszanka owoców suszonych Helio 1 kg;1000.0;g;3.9;39.0;auto;100.0;;250.0
mieszanka warzyw;mieszanka warzyw;;auchan;mieszanka warzywna meksykańska;Mieszanka warzywna meksykańska Bonduelle 150 g;130.0;g;3.5308;4.59;auto;100.0;;50.0
migdały;migdał;;auchan;migdały;Migdały łuskane Auchan 500 g;500.0;g;4.798;23.99;auto;92.3;;579.0
migdały;migdały;;auchan;migdały;Migdały łuskane Auchan 500 g;500.0;g;4.798;23.99;auto;100.0;shop_sku;579.0
migdały;migdały w płatkach;;auchan;migdały;Migdały łuskane Auchan 500 g;500.0;g;4.798;23.99;auto;100.0;shop_sku;579.0
miód;miód;;auchan;miód wielokwiatowy;Miód wielokwiatowy Huzar 1 kg;1000.0;g;2.749;27.49;auto;100.0;;304.0
mięta;mięta;;auchan;mięta;Mięta Auchan sztuka;100.0;g;7.29;7.29;auto;100.0;;70.0
mleko;mleko;;auchan;mleko;Mleko UHT 3,2% Auchan 1l;1000.0;ml;0.328;3.28;auto;100.0;;61.0
mleko;mleko migdałowe;;auchan;mleko;Mleko UHT 3,2% Auchan 1l;1000.0;ml;0.328;3.28;auto;100.0;shop_sku;61.0
mleko;mleko owsiane;;auchan;mleko;Mleko UHT 3,2% Auchan 1l;1000.0;ml;0.328;3.28;auto;100.0;shop_sku;61.0
mleko;mleko roślinne;;auchan;mleko;Mleko UHT 3,2% Auchan 1l;1000.0;ml;0.328;3.28;auto;100.0;shop_sku;61.0
mleko kokosowe;mleko kokosowe;;auchan;mleko kokosowe;Mleko kokosowe House of Asia 400 ml;400.0;ml;1.57;6.28;auto;100.0;;230.0
mleko kokosowe;mleko kokosowe w proszku;;auchan;mleko kokosowe;Mleko kokosowe House of Asia 400 ml;400.0;ml;1.57;6.28;auto;100.0;shop_sku;230.0
morele;morele suszone;;auchan;morele suszone;Morele suszone Auchan 200 g;200.0;g;5.495;10.99;auto;100.0;;241.0
mozzarella;mozzarella;;auchan;mozzarella;Mozzarella OSM Skierniewice 250 g;250.0;g;6.196;15.49;auto;100.0;;280.0
mus jabłkowy;mus jabłkowy;;auchan;mus jabłkowy;Mus jabłkowy  Pewni Dobrego 700 g;700.0;g;1.1129;7.79;auto;100.0;;68.0
musztarda;musztarda;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;;66.0
musztarda;musztarda dijon;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;shop_sku;66.0
musztarda;musztarda dyniowa;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;shop_sku;66.0
musztarda;musztarda miodowa;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;shop_sku;66.0
musztarda;musztarda ostra;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;shop_sku;66.0
musztarda;musztarda żółta;;biedronka;musztarda;Kamis Musztarda kremska 185 g;185.0;g;1.9946;3.69;auto;100.0;shop_sku;66.0
mąka;mąka;;auchan;mąka;Mąka La Pasta 100%   Molino Casillo  1 kg;1000.0;g;0.819;8.19;auto;100.0;;364.0
mąka;mąka maranta;;auchan;mąka;Mąka La Pasta 100%   Molino Casillo  1 kg;1000.0;g;0.819;8.19;auto;100.0;shop_sku;364.0
mąka;mąka bezglutenowa;;auchan;mąka ryżowa bezglutenowa;Mąka ryżowa bezglutenowa SemCo 500 g;500.0;g;1.358;6.79;auto;90.3;canonical_name;366.0
mąka;mąka bezglutenowa uniwersalna;;auchan;mieszanka bezglutenowa uniwersalna;Mieszanka bezglutenowa ekstra uniwersalna Bezgluten 500 g;500.0;g;3.318;16.59;auto;96.4;canonical_name;357.0
mąka migdałowa;mąka migdałowa;;auchan;mąka migdałowa;BIO Mąka migdałowa Bio Planet 100 g;100.0;g;16.59;16.59;auto;100.0;;579.0
mąka owsiana;mąka owsiana;;auchan;mąka owsiana;Mąka owsiana   Młyn Niedźwiady 1 kg;1000.0;g;0.719;7.19;auto;100.0;;404.0
nasiona chia;nasiona chia;;auchan;nasiona chia;Nasiona chia KRESTO 100 g;100.0;g;5.99;5.99;auto;100.0;;486.0
nasiona konopi;nasiona konopi;;auchan;nasiona konopii;BIO Nasiona konopii łuskane NaturaVena 200 g;200.0;g;11.495;22.99;auto;100.0;;553.0
nasiona sezamu;nasiona sezamu;;auchan;nasiona sezamu białego;Nasiona sezamu białego Thai Pride 100 g;100.0;g;6.59;6.59;auto;100.0;;573.0
natka pietruszki;natka pietruszki;;auchan;natka pietruszki;Natka pietruszki  Auchan 8 g;8.0;g;16.125;1.29;auto;100.0;;36.0
nerkowce;nerkowce;;auchan;nerkowce;Nerkowce KRESTO 200 g;200.0;g;11.495;22.99;auto;100.0;;553
ocet;ocet spirytusowy;;auchan;ocet spirytusowy;Ocet spirytusowy 10% kwasowości Auchan 500 ml;500.0;ml;0.358;1.79;auto;100.0;;18.0
ocet;ocet ryzowy;;auchan;ocet ryżowy;Ocet ryżowy 3%  Diamond 610 ml;610.0;ml;3.1787;19.39;auto;90.9;canonical_name;18.0
ocet balsamiczny;ocet balsamiczny;;auchan;ocet balsamiczny;Ocet balsamiczny Gino Toschi 250 ml;250.0;ml;4.556;11.39;auto;100.0;;88.0
ocet jabłkowy;ocet jabłkowy;;auchan;ocet jabłkowy;Ocet jabłkowy 6% Auchan 750 ml;750.0;ml;0.7987;5.99;auto;100.0;;21.0
ocet ryżowy;ocet ryżowy;;auchan;ocet ryżowy;Ocet ryżowy 3%  Diamond 610 ml;610.0;ml;3.1787;19.39;auto;100.0;;18.0
ocet winny biały;ocet winny biały;;auchan;ocet winny biały;Ocet winny biały Monini 500 ml;500.0;ml;3.398;16.99;auto;100.0;;18.0
ocet winny czerwony;ocet winny czerwony;;auchan;ocet winny z czerwonego wina;Ocet winny z czerwonego wina. 6% kwasowości Kamis 250 ml;250.0;ml;3.672;9.18;auto;89.5;;19.0
odżywka białkowa;odżywka białkowa;;auchan;odżywka białkowa;Odżywka białkowa Mass Up wanilia ACTIVLAB 1,2 kg;1200.0;g;4.165;49.98;auto;100.0;;400.0
odżywka białkowa;odżywka białkowa czekoladowa;;auchan;odżywka białkowa;Odżywka białkowa Mass Up wanilia ACTIVLAB 1,2 kg;1200.0;g;4.165;49.98;auto;100.0;shop_sku;400.0
odżywka białkowa;odżywka białkowa serwatkowa;;auchan;odżywka białkowa;Odżywka białkowa Mass Up wanilia ACTIVLAB 1,2 kg;1200.0;g;4.165;49.98;auto;100.0;shop_sku;400.0
odżywka białkowa;odżywka białkowa waniliowa;;auchan;odżywka białkowa;Odżywka białkowa Mass Up wanilia ACTIVLAB 1,2 kg;1200.0;g;4.165;49.98;auto;100.0;shop_sku;400.0
ogórek;ogórek;;auchan;ogórek długi;BIO Ogórek długi Warzywa Auchan sztuka;100.0;g;5.79;5.79;auto;100.0;;15.0
ogórek kiszony;ogórek kiszony;;auchan;ogórki kiszone;Ogórki kiszone Auchan 500 g;500.0;g;1.458;7.29;auto;85.7;;11.0
ogórek kiszony;ogórki kiszone;;auchan;ogórki kiszone;Ogórki kiszone Auchan 500 g;500.0;g;1.458;7.29;auto;100.0;shop_sku;11.0
olej;olej;;auchan;olej rzepakowy;Olej rzepakowy Auchan 1 l;1000.0;ml;0.459;4.59;auto;100.0;;884.0
olej;olej rzepakowy;;auchan;olej rzepakowy;Olej rzepakowy Auchan 1 l;1000.0;ml;0.459;4.59;auto;100.0;shop_sku;884.0
olej sezamowy;olej sezamowy;;auchan;olej sezamowy nierafinowany;Olej sezamowy nierafinowany Auchan Collection  250 ml;250.0;ml;5.996;14.99;auto;100.0;;884.0
olej w sprayu z awokado;olej w sprayu z awokado;;auchan;olej z awokado spray;Olej z awokado spray Fratelli Mantova 200 ml;200.0;ml;14.995;29.99;auto;93.0;;884.0
olej z awokado;olej z awokado;;auchan;olej z awokado;Olej z awokado tłoczony na zimno Auchan Collection  250 ml;250.0;ml;6.796;16.99;auto;100.0;;884.0
olej z pestek dyni;olej z pestek dyni;;auchan;olej z pestek dyni;Olej z pestek dyni z witaminą D tłoczony na zimno Oleofarm 250 ml;250.0;ml;10.596;26.49;auto;100.0;;884.0
olej z pestek winogron;olej z pestek winogron;;auchan;olej z pestek winogron;Olej z pestek winogron Monini 500 ml;500.0;ml;3.896;19.48;auto;100.0;;884.0
oliwa z oliwek;oliwa z oliwek;;auchan;oliwa z oliwek;Oliwa z oliwek Drago Chef Coppini 1 l;1000.0;ml;3.399;33.99;auto;100.0;;884.0
oliwki;oliwki;;auchan;oliwki sycylijskie;Oliwki sycylijskie Nocellara bez pestek San Romano 150 g;150.0;g;8.6533;12.98;auto;100.0;;145.0
oliwki czarne;oliwki czarne;;auchan;oliwki czarne drylowane;Oliwki czarne drylowane Figaro 340 g;160.0;g;6.8;10.88;auto;100.0;;115.0
oliwki zielone;oliwki zielone;;auchan;oliwki zielone nadziewane migdałami;Oliwki zielone nadziewane migdałami Athina 170 g;190.0;g;6.6263;12.59;auto;100.0;;145.0
oregano;oregano;;auchan;oregano;BIO Oregano  Pewni Dobrego sztuka;100.0;g;7.99;7.99;auto;100.0;;265.0
oregano;oregano suszone;;auchan;oregano suszone;Oregano suszone Auchan 10 g;10.0;g;12.9;1.29;auto;100.0;canonical_name;265.0
orzechy;orzechy;;auchan;orzechy nerkowca;Orzechy nerkowca Makar 1 kg;1000.0;g;6.31;63.1;auto;100.0;;553.0
orzechy;orzechy nerkowca;;auchan;orzechy nerkowca;Orzechy nerkowca Makar 1 kg;1000.0;g;6.31;63.1;auto;100.0;shop_sku;553.0
orzechy laskowe;orzech laskowy;;auchan;orzechy laskowe;Orzechy laskowe łuskane Auchan 100g;100.0;g;7.99;7.99;auto;89.7;;628.0
orzechy makadamia;orzechy makadamia;;auchan;orzechy makadamia;BIO Orzechy makadamia  BioLife 100 g;100.0;g;20.59;20.59;auto;100.0;;718.0
orzechy pekan;orzechy pekan;;auchan;orzechy pekan;BIO Orzechy pekan    BioLife 100 g;100.0;g;21.59;21.59;auto;100.0;;691.0
orzechy włoskie;orzechy włoskie;;auchan;orzechy włoskie;Orzechy włoskie łuskane Makar 1 kg;1000.0;g;4.84;48.4;auto;100.0;;654.0
orzeszki piniowe;orzeszki piniowe;;auchan;orzeszki pini;Orzeszki pini Auchan 50 g;50.0;g;25.98;12.99;auto;100.0;;673.0
orzeszki ziemne;orzeszki ziemne;;auchan;orzeszki ziemne;BIO Orzeszki ziemne   Bio Planet 350 g;350.0;g;4.1114;14.39;auto;100.0;;567.0
papier ryżowy;papier ryżowy;;auchan;papier ryżowy z tapioką;Papier ryżowy z tapioką Ricefield 300 g;300.0;g;4.7967;14.39;auto;100.0;;333.0
papryczki pepperoncini;papryczki pepperoncini;;auchan;papryczki peperoni ostre mix;Papryczki peperoni ostre mix Warzywa Auchan 150 g;150.0;g;9.1933;13.79;auto;90.0;;40.0
papryka;papryka zielona;;auchan;papryka zielona;Papryka zielona Warzywa Auchan na wagę ok. 500 g;100.0;g;1.699;8.5;auto;100.0;;20.0
papryka;zielona papryka;;auchan;papryka zielona;Papryka zielona Warzywa Auchan na wagę ok. 500 g;100.0;g;1.699;8.5;auto;100.0;shop_sku;20.0
papryka;papryka ostra;;auchan;papryka ostra mielona;Papryka ostra mielona Auchan 500 g;500.0;g;3.6;18.0;auto;100.0;canonical_name;318.0
papryka;papryka;;auchan;papryka;BIO  Papryka Palermo  Warzywa Auchan 180 g;180.0;g;7.2167;12.99;auto;100.0;canonical_name;31.0
